,Relation Type,E1,E2,FACT
673,对立,萧炎,穆蛇,"“小子，日后若是有机会，一定要你生不如死！”

    似乎也是明白萧炎并不会起什么同情地心思。所以穆蛇话语中。也并没有求饶地意思。反而充斥着狰狞地杀意。

    “我想。你应该没有那种机会了。”"
674,喜欢,萧炎,萧媚,"心中舒了一口气，萧炎这话，让得萧媚脸颊上多出了一抹笑容，点了点头。

    “好了，我也得先回去了，记得，有来若琳导师那里找我。”萧炎笑了笑，拍了拍萧媚肩膀，旋即便是转身对着小道外面行去。

    站在原地，萧媚望着那远去的背影，忽地展颜一笑，这似乎是个打破彼此僵局的机会吧？"
675,同级同伴,张援朝,苗福全,其实刚才张援朝听到楼梯上那重锤般的脚步声就知道是谁来了。进来的是苗福全，是住在这一层的另一个邻居。这人是山西的煤老板，在那边开着好几个矿。
676,对立,萧炎,加列奥,瞧着萧炎如此举动，加列奥脸庞微微一变，他可没想到萧炎竟然敢来真的，眼珠转了转，冷笑着嘲讽道：“还以为你长进了多少，原来还是一个只会依靠手下的废物罢了。”
677,喜欢,萧炎,美杜莎,“那现在时机到了没？”美杜莎也同样怕干扰萧炎，所以虽然心中一直对小医仙抱有芥蒂，可此刻也是不敢与之争吵。
678,喜欢,萧炎,美杜莎,当然，最让得他们诧异的，还是美杜莎对萧炎的态度，虽说脸颊依然是未有太多的柔和，可话语间倒是对其颇为维护，这一点，放在以往那对人类极为厌恶的美杜莎身上，倒的确是很不可思议的事情。
679,亲人,贾代善,贾政,自荣公死后，长子贾代善袭了官，娶的是金陵世勋史侯家的小姐为妻，生了两个儿子：长名贾赦，次名贾政。
680,同级同伴,沙蒙·亨特,韩子奇,“噢，很好！”沙蒙·亨特歉意地说，“很抱歉，我没有给令郎带来任何生日礼物！”韩子奇笑了笑：“今年不敢像去年那么张扬了，朋友们都没告诉，您也不必客气。何况，我们十多年的友谊，比什么礼物都珍贵啊！”
681,亲人,新月,韩子奇,“不！新月永远是我的女儿，你给我留下她！我求你了！”韩子奇颤抖着，扑通跪在了地上！
682,上下级,东方延绪,列文,由于只是临时措施，与亚洲舰队的其他战舰一样，“自然选择”号的舰长权限交接仪式是简短和低调的，在场的只有舰长东方延绪、执行舰长章北海、第一副舰长列文和第二副舰长井上明，还有来自总参谋部的一个特别小组。
683,喜欢,萧炎,美杜莎,"大长老与另外三名长老对视了一眼，迟疑了片刻，方才缓缓的道：“此次给族长洗礼之时，我四人用秘法似乎在族长腹中探知到一道微小生命气息。似乎，有些像是怀孕的征兆。”

    这话一落，顿时犹如睛天霹雳般的在房中萧炎与美杜莎耳边炸响，令得两人目瞪口呆了起来。"
684,亲人,新月,天星,“新月，”他望着妹妹，笨拙地启动他那金口难开的厚嘴唇，“我给你准备了生日礼物……” 新月吃了一惊：“哥，你也记着我的生日” 天星说：“记着呢。昨儿晚上我瞅见了天上的月牙儿，就想起来了，我的生日，月亮是圆的；你的生日，月亮是弯的。”
685,喜欢,萧炎,云韵,“还！还个屁！你死了就能让我萧家的人复活？你死了就能让我父亲与老师都回来？你个白痴女人！”突然的，萧炎眼睛猛的一瞪，暴怒的咆哮道，云韵为了云岚宗三番四次对抗与他，令得其简直就是怒火攻心。
686,喜欢,萧炎,薰儿,"遭到萧炎突然间的袭击，薰儿娇躯几乎是瞬间便是僵硬了下来，一抹娇羞羞红之色，如同火烧云一般，从其修长的玉颈蔓延而上,直到抵达娇嫩的耳尖后，方才停住。"
687,对立,萧炎,白山,又是一拳狠狠的砸在白山胸膛之上，顿时，一道细微的咔嚓声响忽然响起，旋即萧炎冷笑着望着白山身体之上缓缓破碎开来的斗气铠甲，又是一脚飞踢而出，重重的甩在白山肚子上
688,亲人,我,凤霞,我是用手一推一推把她推出村口的，村里人见了嘻嘻笑，说没见过像我这样的爹。我听了也嘻嘻笑，心想村里谁家的女儿也没像凤霞对她爹娘这么好
689,上下级,韩子奇,梁亦清,韩子奇一直守在旁边，目不转睛地领受师傅那精湛达到极致的技艺，这是他至高的艺术享受和外人无缘分享的殊荣。突然之间，他感到师傅的神色有些不大对头。宝船上，郑和的那双眼睛变得模糊了，仿佛郑和由于远途跋涉的劳累和风浪的颠簸而晕眩了，他要做片刻的歇息了？不，是梁亦清自己的眼睛……眼睛怎么了？像一片薄云遮在面前，缭绕，飘动，他努力把眼睛睁大，再睁大，也无法清晰地看清近在眼前的郑和！
690,喜欢,萧炎,小医仙,小医仙目光怔怔的望着萧炎的背影。再看了看其怀中的人儿。美眸之中不可察觉的掠过一丝黯淡。她曾经偶尔听萧炎提及过这个名为薰儿的女孩，从他说话的语气中。她能够听得出一些眷恋，这令得她很有些诧异。对于萧炎的性子，她很清楚，这个家伙看似温和，但却很少对一个人。特别还是女人，露出这般的情绪。
691,同一人,叶文洁,杨母,"他猜她大概就是自己要找的人，一问，她果然就是杨冬的母亲，叶文洁。听汪淼说明来意后，她露出发自内心的感动，她是汪淼常见到的那种老知识分子，岁月的风霜已消去了他们性情中所有的刚硬和火热，只剩下如水的柔和。
 汪淼拿过菜篮子同她一起上了楼，走进她的家门后发现，这里并不像他想象的那么冷清有三个孩子在玩耍，最大的不超过五岁，小的刚会走路。杨母告诉汪淼，这都是邻居的孩子。"
692,上下级,露珠公主,禁卫军,禁卫军欢呼起来，他们宣布忠于深水王子和露珠公主。
693,亲人,韩太太,韩子奇,韩太太无法遏制心中的哀痛，她把脸贴在丈夫的手上，眼泪冲刷着这双为了奇珍斋、为了妻儿老小操劳一世的手，不舍得放开。但是，她留不住丈夫了！“要是主让你走，你就别牵挂家里了！你……还有什么要嘱咐的吗？” “我……我有罪……”韩子奇恐怖地战栗，睁着一双大而无神的眼睛，“我……能算是个……穆斯林吗？”
694,喜欢,萧炎,小医仙,脚尖一点池水，借助着那细微的浮力，萧炎身形矫健跃起，旋即脚步轻落在石池一旁，冲着小医仙笑了笑。
695,同级同伴,弗里德里克·泰勒,曼努尔·雷迪亚兹,“下面，我将以联合国的名义，公布由联合国行星防御理事会最后选定的四位面壁者……第一位面壁者：弗里德里克·泰勒。”第二位面壁者：曼努尔·雷迪亚兹。第三位面壁者：比尔·希恩斯。第四位面壁者：罗辑。“
696,喜欢,萧炎,云韵,望着周围密密麻麻跪伏而下的弟子，萧炎也是微微一笑，望着略微有些慌乱的云韵，道：“恭喜了，云韵宗主……，”
697,亲人,萧炎,萧媚,"“表哥…谢谢你…对不起。”萧炎从身旁走过，萧媚声音怯怯的道。

    “嗯。”

    瞥了一眼这终于失去了傲气的少女，萧炎这才淡淡的点了点头，然后在一干少年那崇拜的目光中，消失在小路的尽头。"
698,同级同伴,程心,弗雷斯,程心走到弗雷斯身边坐下，她很喜欢同老人在一起，他那种对苦难现实的超然犹如镇痛剂一般安抚着她那颗破碎的心。
699,对立,萧炎,穆蛇,而在摸清对方底线之后。穆蛇嘴角缓缓扬起一抹阴冷地弧度。只要萧炎没有晋升成一名斗师。那么。便不足为惧！
700,喜欢,罗辑,庄颜,现在罗辑明白了，在第一眼看到庄颜的时候，是什么触动了他心中最柔软的东西，使他觉得整个世界对她都是一种伤害，使他愿意用尽一生去保护她。就是她那清澈纯真的目光中隐藏着的淡淡的忧伤，这忧伤就像壁炉的火光，柔和地拂照在她的美丽之上，真的像背景音乐般让他觉察不到，但悄悄渗入到他的潜意识之中，一步步把他拉向爱情的深渊。
701,对立,萧炎,云山,“哈哈，云山，今日这一掌，我萧炎铭记在心，日后，定要十倍讨还。”
702,喜欢,萧炎,云韵,俏脸浮现一抹苍白，云韵娇躯微微一颤，萧炎的每一道话语都是如此的尖锐，令得她根本没有反驳的理由，因为这些事，皆是全部由云岚宗挑起，萧家，从头开始，便是一个彻底的受害者。
703,对立,萧炎,白山,白山冷笑了一声，脚步朝前再度踏了一步，刚欲再度泄一下心中怒气，面前黑影忽然闪过萧炎低沉的声音，响了起来：“他已经认输了，你又何必再出手？打伤一个无防御的人，很荣耀？”
704,喜欢,罗辑,庄颜,罗辑看着雪中的庄颜，在这纯洁雪白几乎失去立体感的空间中，世界为她隐去了，她是唯一的存在。两年前，当他创造的那个文学形象在想象中活起来的时候，罗辑体会到了爱情；而现在，就在这大自然画卷的空白处，他明白了爱的终极奥秘。
705,同级同伴,程心,云天明,IDC主席首先代表舰队国际和联合国向云天明和程心表达敬意，他称云天明为人类历史上最英勇的战士，说他是第一个在外星世界成功生存的人类——在敌人的心脏，在那难以想象的环境中，他孤军奋战，给危难中的地球文明带来了希望；程心则以自己的勇气和智慧，冒着生命危险成功地接收了来自云天明的情报。
706,喜欢,萧炎,小医仙,"闻言小医仙一怔，旋即脸颊上也是流露出一抹欣喜之意。

    见状，萧炎也是一笑，然后似是想到了什么，不由得干咳了一声，吞吞叶吐的道：“那个。施展这个封印，需要将衣衫尽数褪去。"
707,喜欢,萧炎,薰儿,“呵呵，一点小伤”萧炎笑了笑，旋即捧着薰儿脸颊，直接在其柔软唇上狠狠的咬了一口，然后方才大笑的将脸颊变得羞恼的她松开
708,上下级,维得,柯曼琳,这时维德也回来了，PDC会议秘书刚通知他会议将在十五分钟后开始。看到局长，柯曼琳才稍微冷静一些。
709,同级同伴,史强,罗辑,史强点点头，对罗辑挥手笑笑说：“我在外面等你。”罗辑心里一热，这一时刻，大史是他唯一的精神支柱了。
710,亲人,有庆,我,有庆拉了拉我的衣服，可怜巴巴地说：“爹，你别把它卖给宰羊的好吗？”
711,喜欢,萧炎,云韵,萧炎冲着云韵笑了笑，却是突然伸出手掌…一把将云韵玉手握住。
712,上下级,贾雨村,黛玉,原来雨村因那年士隐赠银之后，他于十六日便起身赴京，大比之期，十分得意，中了进士，选入外班，今已升了本县太爷。虽才干优长，未免贪酷，且恃才侮上，那同寅皆侧目而视。不上一年，便被上司参了一本，说他“貌似有才，性实狡猾”；又题了一两件徇庇蠹役，交结乡绅之事。龙颜大怒，即命革职。部文一到，本府各官无不喜悦。那雨村虽十分惭恨，面上却全无一点怨色，仍是嘻笑自若。交代过了公事，将历年所积的宦囊并家属人等送至原籍安顿妥当了，却自己担风袖月，游览天下胜迹。那日偶又游至维扬地方，闻得今年盐政点的是林如海。这林如海，姓林，名海，表字如海，乃是前科的探花，今已升兰台寺大夫。本贯姑苏人氏，今钦点为巡盐御史，到任未久。原来这林如海之祖也曾袭过列侯的，今到如海，业经五世。起初只袭三世，因当今隆恩盛德，额外加恩，至如海之父又袭了一代，到了如海便从科第出身。虽系世禄之家，却是书香之族。只可惜这林家支庶不盛，人丁有限，虽有几门，却与如海俱是堂族，没甚亲支嫡派的。今如海年已五十，只有一个三岁之子，又于去岁亡了，虽有几房姬妾，奈命中无子，亦无可奈何之事。只嫡妻贾氏生得一女，乳名黛玉，年方五岁，夫妻爱之如掌上明珠。见他生得聪明俊秀，也欲使他识几个字，不过假充养子，聊解膝下荒凉之叹。且说雨村在旅店偶感风寒，愈后又因盘费不继，正欲得一居停之所，以为息肩之地。偶遇两个旧友，认得新盐政，知他正要请一西席教训女儿，遂将雨村荐进衙门去。这女学生年纪幼小，身体又弱，功课不限多寡，其馀不过两个伴读丫鬟，故雨村十分省力，正好养病。
713,对立,萧炎,加列奥,“嗤…”听着萧炎的话，不仅加列奥失笑，就是连其身旁的一群属下，也是嘲讽的哄笑了起来。
714,喜欢,萧炎,萧媚,“萧炎表哥？终于找到你了。”红衣少女退后了一步，抬起头来，略微青涩的清纯小脸，却是蕴含着一抹淡淡的妩媚，有些矛盾的集合，让得少女比别的同龄女孩多出了几分难以言明的诱惑，这种诱惑，直接是让得萧炎也是忍不住的多看了几眼。这位此时小脸正布满着喜悦的少女，正是萧媚。
715,上下级,萧炎,药老,萧炎笑笑，漆黑眸中，却是猛的涌上凌厉寒芒，为了这一天，他努力了这么多年，如今，终于是时候动手了啊！“药老老师，等着弟子，这一次，定要将你从魂殿手中解决出来！”
716,上下级,梁亦清,韩子奇,深情地再望望梁亦清，师傅仿佛安详地睡去了。泪水模糊了韩子奇的双眼，最后告别的时候到了，他摸索着，庄重地垒上土砖，封上石板……
717,喜欢,萧炎,彩鳞,"“应该是四星斗圣吧”见到萧炎面色严肃下来，彩鳞也是微微一笑,如实的说道，不管她实力再如何强横以及在外人面前多么的强势，但在面前的男人之前，她却依旧是能够展现出自己罕见的温柔与乖俏。"
718,亲人,新月,韩子奇,“新月！新月……”韩子奇惊叫着，急忙抱住女儿！
719,同级同伴,大史,罗辑,"罗辑啜了一口酒，坐到史强身边：“大史啊，我求你帮个忙。在你以前的工作中，是不是常常在全国甚至全世界范围找某个人？”
 
 “是。”
 
 “你对此很在行？”
 
 “找人吗？当然。”
 
 “那好，帮我找一个人，一个二十岁左右的女孩儿，这是计划的一部分。”"
720,同级同伴,史强,罗辑,"罗辑叫来了史强。
 
 “这医院还处在严密警戒中，是吗？”罗辑问。
 
 “是的。”
 
 “如果我让你们把这些警戒撤了，会怎么样？”
 
 “我们会照办，但我建议你不要这样做，现在很危险的。”
 
 “你是什么部门的？负责什么？”
 
 “我属于国家地球防务安全部，负责你的安全。”"
721,对立,萧炎,加列奥,加列奥看着萧炎竟然给薰儿这位美少女如此寒碜的饰，实在是有些忍不住的出言讥诮道：“萧炎少爷，虽然早知道你在自己家族中地位不高，可…可你也不用如此寒碜薰儿小姐吧?”
722,上下级,楚雁潮,新月,楚雁潮懊悔刚才不该感叹“时间”，尴尬地说：“我……并没有下逐客令啊……”“不，老师，天已经快黑了，我该走了！”新月轻轻地走出去，替他掩上了房门……
723,对立,萧炎,白山,望着萧炎那被光团弹开地手掌，白山脸庞上忍不住地浮现一抹幸灾乐祸地冷笑。
724,喜欢,萧炎,美杜莎,望着美杜莎的背影，萧炎轻轻叹息了一声，心中满是一股复杂，此行前去出云帝国，危险性，自然是不言而喻。而且如今加玛帝国逐渐安定，蛇人族也是刚刚迁移，族内事情定然不少，而她依然未曾拒绝…”萧炎并非是铁石心肠，对方这般尽心尽力，他心中，也是有着一分淡淡的感动。
725,亲人,贾琏,贾蓉,贾琏才漱了口，平儿捧著盆盥手，见他二人来了，便问：“说什么话？”凤姐因亦止步。只听贾蓉先回说：“我父亲打发我来回叔叔。老爷们已经议定了，从东边一带，接著东府里花园起至西北，丈量了一共三里半，大可以盖造省亲别院了。已经传人画图样去了，明日就得。叔叔才回家，未免劳乏，不用过我们那边去，有话明日一早再请过去面议。”
726,亲人,梁亦清,壁儿,有时梁亦清前面的活儿忙不过来，壁儿便打打下手，待客、收款、送货，甚至帮父亲做一些破料、量材等等简单的活儿。
727,同级同伴,史晓明,张延,史晓明特别介绍一位邻居，说他叫张延。是当年被他骗过的张援朝的孙子。
728,上下级,针眼,空灵大师,我是赫尔辛根默斯肯的空灵画师，王宫里新来的那个针眼画师是我的学生。
729,喜欢,萧炎,云韵,听得云韵那羞恼之声，萧炎也是一怔，看了一眼前者那绯红的脸颊，道：“帮你看看体内的气封印啊……，”
730,喜欢,萧炎,小医仙,"“呃？”

    小医仙的话，也是令得萧炎愣了愣，目光与前者对视了一眼，然

    后便是不自觉的游离了开去，一时间，船头的气氛，变得有些古怪了起

    来。"
731,喜欢,萧炎,薰儿,"在萧炎这毫不收敛的目光下，薰儿清雅的小脸缓缓的浮上一抹娇羞的酡红，低声嗔怪道：“萧炎哥哥，你看什么呢…”

    “嘿嘿，薰儿也会脸红，真是少见。”片刻后，萧炎忽然笑道。"
732,对立,萧炎,白山,"“我要你今日尊严扫地!”

    漆黑眸间掠过淡淡冷意，萧炎脸上却是勾起一抹浅浅笑容。对着白山点头嘴巴同动了动：“我等着。”"
733,亲人,有庆,我,有庆也认我这个爹了，只是他仍有些怕我，我一抱他，他就拚命去看家珍和凤霞。
734,对立,萧炎,云棱,天空之上。萧炎臂抱在胸前。冷漠的望着那不断诉说着自己罪状的云棱。他已经放弃了任何的辩解。因为他也知道。这没有多少作用。这人都向内的。难他能指望云山还来帮着他说不成？
735,亲人,韩子奇,天星,韩子奇三十二岁得子，抱在怀里，凝视良久，热泪纵横，猛然想起那颗从天而降、来去无踪的明珠，脱口道：“这孩子，就叫他‘天星’吧，天助‘博雅’宅，星落奇珍斋！”
736,喜欢,萧炎,云韵,“你！柳眉微竖，云韵为萧炎的冥顽不灵有些感到愤怒，忿然拂袖道：“下次见面，我定然不会再放水！是死是活，我懒得管你！”
737,喜欢,萧炎,云韵,听得萧炎此话，云韵脸颊又是一红，羞恼的看了前者一眼，但萧炎却是并未理会，只是目光盯着对面的两人。
738,同级同伴,云天明,胡文,回到病房，云天明发现有人在等他，是大学同学胡文。
739,对立,萧炎,萧宁,“小混蛋，你给我等着吧，等你被分配出家族之后，我有的是时间收拾你！失去了族长的庇护，你狗屁都不是！”望着萧炎那逐渐远去的背影，萧宁恨得有些牙痒痒，咬牙切齿的反手一掌轰在身旁的书架上，顿时在其上留下了一个浅浅的手印。
740,亲人,我,苦根,"苦根总还是小，割稻子自然比我慢多了，他一看到我割得快，便不高兴，朝我叫：
　　""福贵，你慢点。""
　　村里人叫我福贵，他也这么叫，也叫我外公，我指指自己割下的稻子说：""这是苦根割的。"""
741,亲人,贾政,王氏,惟有次子贾政，自幼酷喜读书，为人端方正直，祖父锺爱，原要他从科甲出身；不料代善临终，遗本一上，皇上怜念先臣，即叫长子袭了官，又问还有几个儿子，立刻引见，又将这政老爷赐了个额外主事职衔，叫他入部习学，如今现已升了员外郎。这政老爷的夫人王氏，头胎生的公子名叫贾珠，十四岁进学，后来娶了妻，生了子，不到二十岁，一病就死了。
742,同级同伴,毕云峰,维德,就在实验室门前的草坪上，程心见到了维德和毕云峰。面对两个老者，程心感慨万千。他们为了共同的理想奋斗了六十多年，现在已经走到人生的尽头。
743,同一人,李氏,李纨,这李氏亦系金陵名宦之女，父名李守中，曾为国子祭酒。族中男女无不读诗书者。至李守中继续以来，便谓“女子无才便是德”，故生了此女，不曾叫他十分认真读书，只不过将些《女四书》、《列女传》读读，认得几个字，记得前朝这几个贤女便了。却以纺绩女红为要，因取名为李纨，字宫裁。
744,喜欢,萧炎,小医仙,望着小医仙脸颊之上变幻不定的神色，萧炎知道，这些年，发生在她身上的事情应该不少，而这些事，或许便是改变他的根源。
745,上下级,叶文洁,潘寒,"“你严重违反了组织纪律。”叶文洁说话时仍然没看潘寒，她的声音仍很柔和，像是面对一个做错了事的孩子。
 
  “统帅，现在组织面临灭顶之灾，如果不采取果断措施，清除我们内部的异己和敌人，我们将失去一切！”
 
  叶文洁抬头看着潘寒，目光温和，却令他的呼吸停止了几秒钟。“地球三体组织的最终理想和目标，就是失去一切，失去包括我们在内的人类现在的一切。”
 
  “那您就是降临派了！统帅，请您明确宣布这点，这对我们很重要，是吗，同志们？很重要！！”他大声喊道，举起一只手臂四下看看，所有的人都沉默着，没人响应他。"
746,喜欢,萧炎,萧媚,萧炎带着萧媚在一路诧异的目光中缓缓来到一处安静的湖泊处，站在湖泊面前，他沉默了一会，将萧家所生的事情仔细的说了一遍，不管如何说，萧媚也是萧家的一员，她有资格知道家族的迁移，并且家族迁移这事，萧炎一直抱有愧疚，若非是因为他与云岚宗间的冲突，家族也不必受到这种牵连，虽然小时候对这个家族并没有太好的印象，可萧家，始终是他父亲以及萧家众位列祖的心血，如今父亲失踪，他萧炎，便是成为了萧家的代理族长，这一点，从三位长老将那块祖传而下，并且还能够储存族长灵魂斑点的神秘玉片交给他，便可知晓，因为这块玉片，是历代萧家族长的身份象征。
747,亲人,叶哲泰,绍琳,叶哲泰的妻子，同系的物理学教授绍琳从台下的前排站起来，走上台。
748,对立,冰沙王子,深水王子,"深水王子一手按在腰间生锈佩剑的剑柄上，一手指着冰沙说：“你犯下了不可饶恕的罪行！”
 
 冰沙王子冷冷一笑，“针眼不能画出你的画像，我的利剑却可以刺穿你的心脏！”说着他拔剑出鞘。"
749,上下级,萧炎,药老,"“…小家伙，我已经即将到达极限了，似是感应到萧炎的苏醒，药老叹息声缓缓响起。

    萧炎微微点头，轻声道“老师，辛苦了。”"
750,喜欢,萧炎,彩鳞,“萧伯父，那都是以往的事，您叫我彩鳞便可，彩鳞嫣然一笑，旋即冷冰冰的剐了萧炎一眼，无声的警告着他少拿以前的事来说。
751,喜欢,萧炎,萧媚,在场的人都是知道，萧媚是磐门创始人的族妹，而能够被其称为表哥并且名字也叫做萧炎的人.除了那位在迦南学院拥有着无可比喻的声望的磐门创始人，还能有谁？
752,上下级,萧炎,药老,药老微笑点头，目光望着萧炎，突然轻声道：小家伙，有没有想你父亲？
753,喜欢,萧炎,萧媚,在萧媚面前站了一会，望着那张比以前更加美丽与充满魅惑的脸颊，萧炎淡笑着点了点头，没有过多的热情，当年在自己变成废物后，面前少女所选择的那种避嫌举止，将幼时的他彻底伤害因此，这也让得萧炎对她很是有些抗拒性，虽然经过两三年时间，那种抗拒性也淡了许多，不过绕是如此炎也并未露出太过亲热的表情，陪着薰儿萧玉等人在厅房中与萧媚聊了一会后，便是随意找了个借口，起身回了自己的房间。
754,亲人,天星,新月,天星把自行车停在门口，把行李解下来，立即就被接待的人接过去了，新月还没跨进学校大门，就已经感受到了这个大家庭的温暖和亲切。“那……我就回去了。”天星扶着车子，对新月说。“进去呀，哥！看看我们的学校！”新月兴奋地拉着哥哥，并且不知不觉地用了“我们”这两个字，仿佛这所学校早就是她的了
755,喜欢,萧炎,薰儿,萧炎哥哥。一年时间，你的进步，即使是薰儿。也感到惊讶呢…去了云岚宗。你便能来迦南学院了吧？薰儿在这里。挺孤单地呢。”
756,亲人,萧炎,萧媚,萧媚乖乖的点点头，眼角瞥了一下萧炎，轻声道：“萧炎表哥，放心吧，这事家族里不会有人怪你的，你能有这般作为，恐怕即使是大长老们，都会感到很有面子，这么多年，有胆量与资格挑战云岚宗的人，可没有多少哦。”
757,同级同伴,智子,关一帆,"程心和关一帆进入了飞船，智子最后也进来了。她早就不再穿那身华丽的和服了，她现在身着迷彩服，再次成为一名轻捷精悍的战士，她的身上佩带着许多武器和生存装备，最引人注目的是那把插在背后的武士刀。
 
 “放心，我在，你们就在！”智子对两位人类朋友说。"
758,对立,主（三体人）,罗辑,"“所有的面壁者中，罗辑是不是最大的威胁？”有人小心翼翼地问。
 “这我们也不知道，只有一点是清楚的，”秦始皇仰望着在蓝黑间变幻的天幕说，“在四个面壁者中，只有他，直接与主对决。”"
759,亲人,韩太太,白氏,韩太太虔诚地跪在喜棚下，心中悲喜交集。她想起先父梁亦清，一辈子清苦，为玉而生，为玉而死；想起先母白氏，心地善良而又懦弱无能，在贫病中早早地结束了生命。
760,喜欢,萧炎,小医仙,"她知道，萧炎如此费尽心机，所为的，便是为了解决她那厄难毒体，后者这番毫无索取的付出，的确令得她心中满是感动。“现在说这些客套话做什么？我当初说过会帮你控制厄难毒体，便自然会做到。”萧炎一愣，旋即笑容灿烂的道。

    小医仙轻咬着红唇，微微点头，不再说话，心中低低喃喃道：“这份情，我记着，日后，生死相报。”"
761,亲人,熙凤,黛玉,贾珠之妻李氏捧杯，熙凤安箸，王夫人进羹。贾母正面榻上独坐，两旁四张空椅。熙凤忙拉黛玉在左边第一张椅子上坐下，黛玉十分推让。贾母笑道：“你舅母和嫂子们是不在这里吃饭的，你是客，原该这么坐。”黛玉方告了坐，就坐了。贾母命王夫人也坐了。
762,同一人,庄颜,颜颜,“颜颜，怎么了？”罗辑问，他第一次这样称呼庄颜，心想既然大史能这么叫她，我也能。
763,喜欢,萧炎,彩鳞,"又让你来做了一回孤胆英雄……”

    彩鳞瞟了萧炎一眼,淡淡的道,不过唇角抿成的优美唇线,依旧是显示着她心中的欣喜,对于炎盟,她倾注了许多心血,自然是不愿意见到它被毁灭。"
764,对立,萧炎,白程,“白程学长，你的废话依然是一如既往的多。”萧炎含笑，面容虽然祥和，可吐出来的话语，却是令得白程脸庞越加阴沉。
765,上下级,楚雁潮,严教授,“老师！”楚雁潮拭去脸上的泪水，俯下身去，把嘴凑在严教授的耳边，“好……我背给您听，您要听哪一首？”
766,上下级,黛玉,王嬷嬷,黛玉只带了两个人来：一个是自己的奶娘王嬷嬷，一个是十岁的小丫头，名唤雪雁。贾母见雪雁甚小，一团孩气，王嬷嬷又极老，料黛玉皆不遂心，将自己身边一个二等小丫头，名唤鹦哥的，与了黛玉。亦如迎春等一般：每人除自幼乳母外，另有四个教引嬷嬷；除贴身掌管钗钏盥沐两个丫头外，另有四五个洒扫房屋来往使役的小丫头。
767,亲人,史强,史晓明,"“爸，算起来我现在只比你小五岁了。”史晓明说，一边擦去眼角体的泪水。
 
 “还不错，小子，我他妈真怕一个白胡子老头叫我爹呢。”史强大笑着说，然后把罗辑介绍给儿子。"
768,对立,潘寒,申玉菲,"其他的人并没有过多地注意那个表现三体运动的艺术品，他们的注意力集中在大厅中央的潘寒身上，他正站在一张破饭桌上。
 
  “是不是你杀了申玉菲同志？”有人质问道。
 
  “是我。”潘寒镇静地说，“组织走到今天这样危险的境地，都是因为降临派内部有像她这样的叛徒的出卖。”"
769,亲人,叶文洁,叶文雪,但这一份材料叶文洁一眼就看出不是妹妹写的，叶文雪揭发父亲的材料文笔激烈，读那一行行字就像听着一挂挂炸响的鞭炮，但这份材料写得很冷静、很老道，内容翔实精确，谁谁谁哪年哪月哪日在哪里见了谁谁谁又谈了什么，外行人看去像一本平淡的流水账，但其中暗藏的杀机，绝非叶文雪那套小孩子把戏所能相比的。
770,对立,萧炎,白山,"“白山，若是你不愿意的话，那我们四人便先走了。”萧炎目光盯着白山，淡淡的道。

    “你！”闻言，白山脸色一变，只得恨恨的点了点头，大步走向萧炎，冷声道：“好吧。在的你，便是我们这支队伍的队长，不过事先说好，别想利用我们去打头阵，我们可不是会被人当枪使的傻瓜。”"
771,对立,萧炎,穆力,森然的瞥了一眼笑容满面的穆力，萧炎眼眸微眯，这么多年来，可一直都是他在欺负人，可还真没遇见过这种被人即将围杀地状况。
772,喜欢,萧炎,小医仙,蹲在石头上，萧炎接连喝了好几碗蘑菇汤。这才意犹未尽的将碗递还给小医仙，拍了拍有些滚圆的肚子，笑眯眯的道：“好手艺，谁娶了你，那可真是有口福了。”
773,对立,萧炎,加列毕,“我草，竟然还用玄阶斗技，加列老狗，加列家族的脸都被你丢光了！”感受到加列毕拳头上所蕴含的狂猛劲道，萧炎的脸色，变得极为难看，一只手掌，悄悄的抚上了手指上的漆黑戒指。
774,同级同伴,新月,陈淑彦,这时，新月和陈淑彦早已上床，却还没有入睡。她俩一起上了六年学，还是头一次同榻而眠，都觉得十分新鲜，说不完的话儿。
775,亲人,我,凤霞,农忙时凤霞来住了几天，替我做饭烧水，侍候家珍，我轻松了很多。可是想想嫁出去的女儿就是泼出去的水，凤霞早就是二喜的人了，不能在家里呆得太久。
776,同级同伴,云天明,程心,程心要回国一次，因为她与云天明的同学关系，于维民让她代表PIA去与云天明谈这件事，她立刻答应了，也没多想什么。
777,对立,萧炎,加列奥,恶狠狠的咬了咬牙，加列奥望了望那群正虎视眈眈的站在萧炎身后的萧家护卫，知道自己今天已经没有出手教训的机会，只得悻悻的摇了摇头，阴恻恻的道：“再有一年，你就该举行成年仪式了吧？嘿嘿，我看你这废物，恐怕成人仪式一过，就得被安排到那些穷乡僻壤去吧，以后，连进入乌坦城的资格都没有，真是可怜。”
778,对立,萧炎,云山,云山的话，同样也是令得萧炎脸色微微变了变，他竟然知道药老的存在，看来这老狗果然和魂殿有所勾结。今日得加倍小心了。
779,亲人,宝玉,贾母,却说贾母见他进来，笑道：“外客没见就脱了衣裳了？－－还不去见你妹妹呢。”宝玉早已看见了一个袅袅婷婷的女儿，便料定是林姑妈之女，忙来见礼。
